,DISPLAY_FIRST_LAST,SCHOOL,COUNTRY,PTS,AST,REB,ALL_STAR_APPEARANCES,DRAFT_YEAR
3580,Ken Sears,Santa Clara,USA,13.9,1.6,7.8,2.0,1955
3581,Wayne See,Northern Arizona,USA,5.2,2.3,,0.0,Undrafted
3582,Thabo Sefolosha, ,Switzerland,5.7,1.4,3.7,0.0,2006
3583,Rony Seikaly,Syracuse,USA,14.7,1.3,9.5,0.0,1988
3584,Glen Selbo,Wisconsin,USA,3.2,1.8,,0.0,1947
3585,Josh Selby,Kansas,USA,2.2,0.9,0.5,0.0,2011
3586,Wayne Selden,Kansas,USA,7.3,1.5,2.0,0.0,Undrafted
3587,Brad Sellers,Ohio State,USA,6.3,1.1,2.7,0.0,1986
3588,Phil Sellers,Rutgers,USA,4.5,0.6,0.9,0.0,1976
3589,Rollie Seltz,Hamline,USA,7.8,1.9,,0.0,Undrafted
3590,Frank Selvy,Furman,USA,10.8,2.8,3.7,2.0,1954
3591,Jim Seminoff,Southern California,USA,6.5,2.7,,0.0,Undrafted
3592,Mouhamed Sene,Verviers-Pepinster,Senegal,2.2,0.0,1.6,0.0,2006
3593,George Senesky,St. Joseph's (PA),USA,7.2,3.2,3.5,0.0,Undrafted
3594,Kevin Seraphin,Cholet,France,5.9,0.6,3.5,0.0,2010
3595,Ansu Sesay,Mississippi,USA,3.2,0.5,1.8,0.0,1998
3596,Ramon Sessions,Nevada-Reno,USA,10.3,4.1,2.7,0.0,2007
3597,Tom Sewell,Lamar,USA,1.0,0.3,0.2,0.0,1984
3598,Collin Sexton,Alabama,USA,24.0,4.3,2.8,,2018
3599,Paul Seymour,Toledo,USA,9.4,3.8,3.1,3.0,Undrafted
3600,Nick Shaback,James Monroe HS (NY),USA,4.6,0.5,,0.0,Undrafted
3601,Charles Shackleford,North Carolina State,USA,5.4,0.6,4.8,0.0,1988
3602,Carl Shaeffer,Alabama,USA,3.1,0.9,1.0,0.0,Undrafted
3603,Lee Shaffer,North Carolina,USA,16.8,1.2,6.3,1.0,1960
3604,Mustafa Shakur,Arizona,USA,2.1,1.2,0.9,0.0,Undrafted
3605,Landry Shamet,Wichita State,USA,7.8,1.1,1.8,,2018
3606,God Shammgod,Providence,USA,3.1,1.8,0.4,0.0,1997
3607,Earl Shannon,Rhode Island,USA,8.6,1.3,,0.0,Undrafted
3608,Howie Shannon,Kansas State,USA,10.8,2.5,,0.0,1949
3609,Charlie Share,Bowling Green,USA,8.3,1.4,8.4,0.0,1950
3610,Bill Sharman,Southern California,USA,17.8,3.0,3.9,8.0,1950
3611,Walter Sharpe,Alabama-Birmingham,USA,1.0,0.0,0.4,0.0,2008
3612,John Shasky,Minnesota,USA,3.8,0.3,2.8,0.0,1986
3613,Ron Shavlik,North Carolina State,USA,1.3,0.0,2.9,0.0,1956
3614,Brian Shaw,California-Santa Barbara,USA,6.9,4.2,3.4,0.0,1988
3615,Casey Shaw,Toledo,USA,0.2,0.0,0.3,0.0,1998
3616,Marial Shayok,Iowa State,Canada,2.8,0.3,1.8,0.0,2019
3617,Bob Shea,Rhode Island,USA,2.2,0.1,,0.0,Undrafted
3618,Fred Sheffield,Utah,USA,3.4,0.2,,0.0,Undrafted
3619,Craig Shelton,Georgetown,USA,4.1,0.5,2.4,0.0,1980
3620,Lonnie Shelton,Oregon State,USA,12.0,2.2,6.1,1.0,1976
3621,Tornike Shengelia,Spirou Charleroi,Georgia,1.3,0.4,0.9,0.0,2012
3622,Jeff Sheppard,Kentucky,USA,2.2,0.9,1.2,0.0,Undrafted
3623,Steve Sheppard,Maryland,USA,3.5,0.6,1.7,0.0,1977
3624,Edmund Sherod,Virginia Commonwealth,USA,6.2,4.9,2.3,0.0,1981
3625,Charlie Shipp,Catholic,USA,4.7,2.0,,0.0,Undrafted
3626,Paul Shirley,Iowa State,USA,1.8,0.4,1.1,0.0,Undrafted
3627,Gene Short,Jackson State,USA,2.5,0.3,1.4,0.0,1975
3628,Purvis Short,Jackson State,USA,17.3,2.5,4.3,0.0,1978
3629,Dexter Shouse,South Alabama,USA,0.0,0.7,0.0,0.0,1985
3630,Dick Shrider,Ohio,USA,0.3,0.5,,0.0,1948
3631,Gene Shue,Maryland,USA,14.4,3.7,4.1,5.0,1954
3632,John Shumate,Notre Dame,USA,12.3,1.8,7.5,0.0,1974
3633,Iman Shumpert,Georgia Tech,USA,1.0,0.0,0.5,,2011
3634,Alexey Shved,CSKA Moscow,Russia,7.4,2.5,2.0,0.0,Undrafted
3635,Pascal Siakam,New Mexico State,Cameroon,19.8,4.7,7.3,,2016
3636,Jordan Sibert,University of Dayton,USA,3.0,0.0,0.0,0.0,Undrafted
3637,Sam Sibert,Kentucky State,USA,2.4,0.0,0.8,0.0,1972
3638,Mark Sibley,Northwestern,USA,1.6,0.5,0.9,0.0,1973
3639,Jerry Sichting,Purdue,USA,6.9,3.3,1.4,0.0,1979
3640,Larry Siegfried,Ohio State,USA,10.8,3.5,2.8,0.0,1961
3641,Ralph Siewert,Dakota Wesleyan,USA,1.0,0.2,,0.0,Undrafted
3642,Jack Sikma,Illinois Wesleyan,USA,15.6,3.2,9.8,7.0,1977
3643,James Silas,Stephen F. Austin,USA,14.2,3.4,2.1,0.0,1972
3644,Paul Silas,Creighton,USA,9.4,2.1,9.9,2.0,1964
3645,Xavier Silas,Northern Illinois,USA,2.8,0.8,1.5,0.0,2011
3646,Garret Siler,Augusta State,USA,2.1,0.1,1.3,0.0,Undrafted
3647,Mike Silliman,Army,USA,2.5,0.6,1.7,0.0,1966
3648,Chris Silva,South Carolina,Gabon,2.7,0.5,2.3,,Undrafted
3649,Wayne Simien,Kansas,USA,3.3,0.2,1.9,0.0,2005
3650,Ben Simmons,Louisiana State,Australia,16.1,7.6,8.0,,2016
3651,Bobby Simmons,DePaul,USA,9.0,1.5,3.8,0.0,2001
3652,Cedric Simmons,North Carolina State,USA,2.2,0.2,1.9,0.0,2006
3653,Connie Simmons,Flushing HS (NY),USA,9.8,1.6,6.2,0.0,Undrafted
3654,Johnny Simmons,New York University,USA,5.3,0.5,,0.0,Undrafted
3655,Jonathon Simmons,Houston,USA,8.3,1.9,2.4,0.0,Undrafted
3656,Kobi Simmons,Arizona,USA,5.9,2.1,1.5,0.0,Undrafted
3657,Lionel Simmons,La Salle,USA,12.8,3.3,6.2,0.0,1990
3658,Miles Simon,Arizona,USA,0.4,0.0,0.4,0.0,1998
3659,Anfernee Simons,Edgewater HS (FL),USA,8.0,1.4,2.3,,2018
3660,Dickey Simpkins,Providence,USA,4.2,0.9,3.6,0.0,1994
3661,Diamon Simpson,St. Mary's (CA),USA,,,,,Undrafted
3662,Ralph Simpson,Michigan State,USA,8.4,2.2,2.0,0.0,1972
3663,Alvin Sims,Louisville,USA,2.8,1.3,1.0,0.0,Undrafted
3664,Bob Sims,Pepperdine,USA,7.8,2.4,2.8,0.0,1960
3665,Courtney Sims,Michigan,USA,1.2,0.2,1.2,0.0,Undrafted
3666,Doug Sims,Kent State,USA,1.0,0.0,1.0,0.0,Undrafted
3667,Henry Sims,Georgetown,USA,7.6,1.0,5.0,0.0,Undrafted
3668,Scott Sims,Missouri,USA,2.5,1.7,1.1,0.0,1977
3669,Kyle Singler,Duke,USA,6.5,0.8,2.9,0.0,2011
3670,Sean Singletary,Virginia,USA,2.4,0.8,0.9,0.0,2008
3671,Chris Singleton,Florida State,USA,4.1,0.6,3.2,0.0,2011
3672,James Singleton,Murray State,USA,3.9,0.4,3.7,0.0,Undrafted
3673,Mckinley Singleton,Alabama-Birmingham,USA,2.0,0.5,0.0,0.0,1984
3674,Zeke Sinicola,Niagara,USA,1.1,0.3,0.2,0.0,1951
3675,Charlie Sitton,Oregon State,USA,2.1,0.6,1.4,0.0,1984
3676,Peyton Siva,Louisville,USA,2.3,1.4,0.6,0.0,2013
3677,Scott Skiles,Michigan State,USA,11.1,6.5,2.5,0.0,1986
3678,Al Skinner,Massachusetts,USA,9.3,2.6,3.3,0.0,1974
3679,Brian Skinner,Baylor,USA,4.7,0.5,4.7,0.0,1998
3680,Talvin Skinner,Maryland-Eastern Shore,USA,4.6,1.0,4.2,0.0,1974
3681,Whitey Skoog,Minnesota,USA,8.2,2.6,3.3,0.0,1951
3682,Jeff Slade,Kenyon,USA,1.3,0.0,2.3,0.0,1962
3683,Reggie Slater,Wyoming,USA,5.6,0.6,3.0,0.0,Undrafted
3684,Jim Slaughter,South Carolina,USA,5.3,0.9,5.3,0.0,1951
3685,Jose Slaughter,Portland,USA,3.6,0.8,1.1,0.0,1982
3686,Tamar Slay,Marshall,USA,2.6,0.5,1.1,0.0,2002
3687,Donald Sloan,Texas A&M,USA,5.5,3.0,2.1,0.0,Undrafted
3688,Jerry Sloan,Evansville,USA,14.0,2.5,7.4,2.0,1965
3689,Uros Slokar,Benetton Treviso,Slovenia,1.9,0.1,0.7,0.0,2005
3690,Tom Sluby,Notre Dame,USA,2.4,0.5,0.4,0.0,1984
3691,Alen Smailagic,Beko,Serbia,1.7,0.0,0.0,,2019
3692,Keith Smart,Indiana,USA,1.0,1.0,0.5,0.0,1988
3693,Marcus Smart,Oklahoma State,USA,12.8,5.4,2.8,,2014
3694,Belus Smawley,Appalachian State,USA,12.7,2.3,2.8,0.0,Undrafted
3695,Jack Smiley,Illinois,USA,6.2,2.5,,0.0,Undrafted
3696,Adrian Smith,Kentucky,USA,11.8,2.4,2.2,1.0,1958
3697,Bill Smith,Syracuse,USA,6.8,0.7,4.8,0.0,1971
3698,Bill Smith,St. Peter's,USA,2.6,0.8,1.8,0.0,1961
3699,Bingo Smith,Tulsa,USA,12.6,2.0,4.2,0.0,1969
3700,Bobby Smith,West Virginia,USA,2.8,1.1,2.5,0.0,1959
3701,Charles Smith,Pittsburgh,USA,14.4,1.4,5.8,0.0,1988
3702,Charles Smith,New Mexico,USA,5.1,0.9,1.4,0.0,1997
3703,Charles Smith,Georgetown,USA,2.5,1.6,1.0,0.0,Undrafted
3704,Chris Smith,Connecticut,USA,5.1,2.8,1.3,0.0,1992
3705,Chris Smith,Louisville,USA,0.0,0.0,0.0,0.0,Undrafted
3706,Clinton Smith,Cleveland State,USA,2.9,1.1,1.3,0.0,1986
3707,Craig Smith,Boston College,USA,7.6,0.8,3.9,0.0,2006
3708,Deb Smith,Utah,USA,1.5,0.1,,0.0,Undrafted
3709,Derek Smith,Louisville,USA,12.8,2.1,3.2,0.0,1982
3710,Don Smith,Dayton,USA,5.2,0.9,0.6,0.0,1974
3711,Donald Smith,Minnesota,USA,0.8,0.3,,0.0,1947
3712,Donta Smith,Southeastern Illinois,USA,2.7,0.8,1.1,0.0,2004
3713,Doug Smith,Missouri,USA,8.0,1.4,4.2,0.0,1991
3714,Ed Smith,Harvard,USA,2.5,0.8,2.4,0.0,1951
3715,Elmore Smith,Kentucky State,USA,13.4,1.4,10.6,0.0,1971
3716,Garfield Smith,Eastern Kentucky,USA,2.7,0.3,2.1,0.0,1968
3717,Greg Smith,Western Kentucky,USA,7.8,1.8,6.2,0.0,1968
3718,Greg Smith,Fresno State,USA,4.0,0.3,3.3,0.0,Undrafted
3719,Ish Smith,Wake Forest,USA,5.2,4.7,3.5,,Undrafted
3720,JR Smith,No College,USA,12.4,2.1,3.1,0.0,2004
3721,Jabari Smith,Louisiana State,USA,3.0,0.6,1.6,0.0,2000
3722,Jason Smith,Colorado State,USA,6.1,0.7,3.4,0.0,2007
3723,Jerry Smith,Louisville,USA,1.4,0.8,1.4,0.0,1963
3724,Jim Smith,Ohio State,USA,2.9,0.6,2.5,0.0,1981
3725,Joe Smith,Maryland,USA,10.9,1.0,6.4,0.0,1995
3726,Josh Smith,Oak Hill Academy (VA),USA,14.5,3.1,7.4,0.0,2004
3727,Keith Smith,Loyola-Marymount,USA,3.3,1.0,0.8,0.0,1986
3728,Kenny Smith,North Carolina,USA,12.8,5.5,2.0,0.0,1987
3729,Labradford Smith,Louisville,USA,6.7,2.2,1.5,0.0,1991
3730,Larry Smith,Alcorn State,USA,6.7,1.1,9.2,0.0,1980
3731,Leon Smith,Martin Luther King HS (IL),USA,2.2,0.2,2.2,0.0,1999
3732,Michael Smith,Providence,USA,5.6,1.5,7.1,0.0,1994
3733,Michael Smith,Brigham Young,USA,5.0,1.0,1.5,0.0,1989
3734,Mike Smith,Louisiana-Monroe,USA,3.0,0.6,1.3,0.0,2000
3735,Nolan Smith,Duke,USA,3.3,1.2,1.0,0.0,2011
3736,Otis Smith,Jacksonville,USA,10.5,1.8,3.8,0.0,1986
3737,Phil Smith,San Francisco,USA,15.1,3.9,3.0,2.0,1974
3738,Randy Smith,Buffalo State,USA,16.7,4.6,3.7,2.0,1971
3739,Reggie Smith,TCU,USA,1.5,0.1,1.8,0.0,1992
3740,Robert Smith,UNLV,USA,5.0,1.8,1.3,0.0,1977
3741,Russ Smith,Louisville,USA,2.0,0.7,0.6,0.0,2014
3742,Sammy Smith,UNLV,USA,6.8,1.3,1.4,0.0,1977
3743,Steven Smith,Michigan State,USA,14.3,3.1,3.2,1.0,1991
3744,Steven Smith,La Salle,USA,0.6,0.0,0.8,0.0,Undrafted
3745,Stevin Smith,Arizona State,USA,1.8,0.5,1.3,0.0,Undrafted
3746,Theron Smith,Ball State,USA,2.8,0.7,3.0,0.0,Undrafted
3747,Tony Smith,Marquette,USA,5.5,1.9,1.6,0.0,1990
3748,Willie Smith,Missouri,USA,4.6,3.6,1.7,0.0,1976
3749,Zhaire Smith,Texas Tech,USA,3.7,0.9,1.2,0.0,2018
3750,Dennis Smith Jr.,North Carolina State,USA,7.1,3.4,2.6,,2017
3751,Rik Smits,Marist,USA,14.8,1.4,6.1,1.0,1988
3752,Mike Smrek,Canisius,USA,2.9,0.3,2.2,0.0,1985
3753,Joe Smyth,Niagara,USA,3.3,1.2,2.5,0.0,1953
3754,Tony Snell,New Mexico,USA,5.6,1.4,2.3,,2013
3755,Eric Snow,Michigan State,USA,6.8,5.0,2.5,0.0,1995
3756,Dick Snyder,Davidson,USA,12.2,2.9,2.8,0.0,1966
3757,Kirk Snyder,Nevada-Reno,USA,6.3,1.1,2.3,0.0,2004
3758,George Sobek,Notre Dame,USA,5.8,1.6,,0.0,Undrafted
3759,Ricky Sobers,UNLV,USA,13.3,4.3,2.6,0.0,1975
3760,Ron Sobie,DePaul,USA,8.4,1.8,4.1,0.0,1956
3761,Mike Sojourner,Utah,USA,8.7,0.9,6.5,0.0,1974
3762,Will Solomon,Clemson,USA,5.1,2.0,1.1,0.0,2001
3763,Willie Somerset,Duquesne,USA,5.6,1.1,1.9,0.0,1965
3764,Darius Songaila,Wake Forest,Lithuania,6.9,1.2,3.4,0.0,2002
3765,Dave Sorenson,Ohio State,USA,8.1,1.3,4.7,0.0,1970
3766,James Southerland,Syracuse,USA,3.5,0.0,2.0,0.0,Undrafted
3767,Gino Sovran,Detroit,USA,1.8,0.2,,0.0,Undrafted
3768,Pape Sow,California State-Fullerton,Senegal,2.9,0.2,2.8,0.0,2004
3769,Ray Spalding,Louisville,USA,2.0,0.0,2.0,,2018
3770,Jim Spanarkel,Duke,USA,9.7,2.2,2.5,0.0,1979
3771,Vassilis Spanoulis,Panathinaikos,Greece,2.7,0.9,0.7,0.0,2004
3772,Guy Sparrow,Detroit,USA,7.8,0.9,4.9,0.0,1955
3773,Rory Sparrow,Villanova,USA,9.0,5.0,2.1,0.0,1980
3774,Odie Spears,Western Kentucky,USA,8.7,1.9,4.0,0.0,1948
3775,Art Spector,Villanova,USA,5.0,0.8,,0.0,Undrafted
3776,Marreese Speights,Florida,USA,7.9,0.7,4.1,0.0,2008
3777,Omari Spellman,Villanova,USA,6.8,1.0,4.3,0.0,2018
3778,Andre Spencer,Northern Arizona,USA,7.2,1.0,3.2,0.0,Undrafted
3779,Elmore Spencer,UNLV,USA,5.9,0.7,3.5,0.0,1992
3780,Felton Spencer,Louisville,USA,5.2,0.3,5.4,0.0,1990
3781,Lou Spicer,Syracuse,USA,0.3,0.0,,0.0,Undrafted
3782,Craig Spitzer,Tulane,USA,1.8,0.0,2.4,0.0,Undrafted
3783,Tiago Splitter,Baskonia,Brazil,7.9,1.2,5.0,0.0,2007
3784,Art Spoelstra,Western Kentucky,USA,7.2,1.0,4.6,0.0,1954
3785,Latrell Sprewell,Alabama,USA,18.3,4.0,4.1,4.0,1992
3786,Larry Spriggs,Howard,USA,5.2,1.3,2.3,0.0,1981
3787,Jim Springer,Canterbury,USA,0.5,0.0,,0.0,1956
3788,Jim Spruill,Rice,USA,2.0,0.0,,0.0,Undrafted
3789,Ryan Stack,South Carolina,USA,2.3,0.2,1.8,0.0,1998
3790,Jerry Stackhouse,North Carolina,USA,16.9,3.3,3.2,2.0,1995
3791,Kevin Stacom,Providence,USA,5.1,1.5,1.5,0.0,1974
3792,Dave Stallworth,Wichita State,USA,9.3,1.7,4.7,0.0,1965
3793,Isaac Stallworth,Kansas,USA,7.7,0.7,2.8,0.0,1972
3794,Ed Stanczak,Central HS (IN),USA,7.8,1.0,2.0,0.0,Undrafted
3795,Terence Stansbury,Temple,USA,6.3,2.0,1.4,0.0,1984
3796,John Starks,Oklahoma State,USA,12.5,3.6,2.5,1.0,Undrafted
3797,Keith Starr,Pittsburgh,USA,0.8,0.4,0.6,0.0,1976
3798,Nik Stauskas,Michigan,Canada,6.8,1.5,2.1,0.0,2014
3799,Larry Staverman,Thomas More,USA,4.7,0.9,3.8,0.0,1958
3800,Larry Steele,Kentucky,USA,8.2,2.8,2.9,0.0,1971
3801,Matt Steigenga,Michigan State,USA,1.5,1.0,1.5,0.0,1992
3802,Vladimir Stepania,Union Olimpija,Georgia,4.1,0.3,4.4,0.0,1998
3803,DJ Stephens,Memphis,USA,2.3,0.0,1.3,0.0,Undrafted
3804,Everette Stephens,Purdue,USA,1.9,1.0,0.6,0.0,1988
3805,Jack Stephens,Notre Dame,USA,10.3,2.9,5.2,0.0,1955
3806,Joe Stephens,Arkansas-Little Rock,USA,3.2,0.5,2.0,0.0,Undrafted
3807,Lance Stephenson,Cincinnati,USA,8.6,2.9,4.2,0.0,2010
3808,Alex Stepheson,Southern California,USA,2.8,0.3,3.5,0.0,Undrafted
3809,Brook Steppe,Georgia Tech,USA,5.4,1.2,1.4,0.0,1982
3810,Barry Stevens,Iowa State,USA,1.0,0.0,1.0,0.0,1985
3811,Wayne Stevens,Cincinnati,USA,1.6,0.5,2.0,0.0,1958
3812,DeShawn Stevenson,Washington Union HS (CA),USA,7.2,1.6,2.2,0.0,2000
3813,Dennis Stewart,Michigan,USA,2.0,0.5,1.5,0.0,1969
3814,Kebu Stewart,California State-Bakersfield,USA,2.7,0.1,2.1,0.0,1997
3815,Larry Stewart,Coppin State,USA,7.4,1.3,4.0,0.0,Undrafted
3816,Michael Stewart,California,USA,2.2,0.3,3.2,0.0,Undrafted
3817,Norm Stewart,Missouri,USA,2.0,0.4,1.0,0.0,1956
3818,Greg Stiemsma,Wisconsin,USA,3.2,0.5,3.3,0.0,Undrafted
3819,Steve Stipanovich,Missouri,USA,13.2,2.3,7.8,0.0,1983
3820,Bryant Stith,Virginia,USA,10.1,2.0,3.4,0.0,1992
3821,Sam Stith,St. Bonaventure,USA,4.4,1.9,1.6,0.0,1960
3822,Tom Stith,St. Bonaventure,USA,3.1,0.7,1.6,0.0,1961
3823,Alex Stivrins,Colorado,USA,2.0,0.2,1.0,0.0,1985
3824,David Stockton,Gonzaga,USA,3.0,1.5,0.3,0.0,2014
3825,John Stockton,Gonzaga,USA,13.1,10.5,2.7,10.0,1984
3826,Peja Stojakovic,PAOK,Serbia,17.0,1.8,4.7,3.0,1996
3827,Ed Stokes,Arizona,USA,0.8,0.3,1.0,0.0,1993
3828,Greg Stokes,Iowa,USA,3.1,0.4,1.5,0.0,1985
3829,Jarnell Stokes,Tennessee,USA,2.4,0.3,1.4,0.0,2014
3830,Maurice Stokes,St. Francis (PA),USA,16.4,5.3,17.3,3.0,1955
3831,Art Stolkey,Detroit,USA,4.4,1.7,,0.0,Undrafted
3832,Diamond Stone,Maryland,USA,1.4,0.0,0.9,0.0,2016
3833,Julyan Stone,Texas-El Paso,USA,1.1,1.1,1.1,0.0,Undrafted
3834,Awvee Storey,Arizona State,USA,2.4,0.4,1.4,0.0,Undrafted
3835,Damon Stoudamire,Arizona,USA,13.4,6.1,3.5,0.0,1995
3836,Salim Stoudamire,Arizona,USA,8.0,1.0,1.4,0.0,2005
3837,Amar'e Stoudemire,Cypress Creek HS (FL),USA,18.9,1.2,7.8,6.0,2002
3838,Paul Stovall,Arizona State,USA,3.0,0.5,2.4,0.0,1972
3839,DJ Strawberry,Maryland,USA,2.2,0.9,0.8,0.0,2007
3840,Joe Strawder,Bradley,USA,8.6,1.1,9.9,0.0,1964
3841,Bill Stricker,Pacific,USA,4.0,0.0,0.0,0.0,1970
3842,Erick Strickland,Nebraska,USA,7.5,2.4,2.6,0.0,Undrafted
3843,Mark Strickland,Temple,USA,4.6,0.4,2.7,0.0,Undrafted
3844,Rod Strickland,DePaul,USA,13.2,7.3,3.7,0.0,1988
3845,Roger Strickland,Jacksonville,USA,2.0,0.0,0.0,0.0,1963
3846,John Stroeder,Montana,USA,1.8,0.5,1.8,0.0,1980
3847,Derek Strong,Xavier,USA,6.8,0.6,4.9,0.0,1990
3848,Lamont Strothers,Christopher Newport,USA,4.6,1.1,1.2,0.0,1991
3849,John Stroud,Mississippi,USA,2.8,1.0,1.4,0.0,1980
3850,Max Strus,DePaul,USA,6.7,0.5,1.0,,Undrafted
3851,Rodney Stuckey,Eastern Washington,USA,12.6,3.6,2.9,0.0,2007
3852,Gene Stump,DePaul,USA,5.3,0.8,,0.0,1947
3853,Stan Stutz,Rhode Island,USA,7.1,1.1,,0.0,Undrafted
3854,Gary Suiter,Midwestern State,USA,1.4,0.1,1.4,0.0,Undrafted
3855,Jared Sullinger,Ohio State,USA,10.8,1.8,7.5,0.0,2012
3856,DaJuan Summers,Georgetown,USA,3.3,0.3,1.0,0.0,2009
3857,Edmond Sumner,Xavier,USA,4.9,0.4,1.4,,2017
3858,Barry Sumpter,Austin Peay,USA,0.0,0.0,0.0,0.0,1988
3859,Sun Sun,Beijing,China,0.6,0.2,0.0,0.0,2007
3860,Don Sunderlage,Illinois,USA,7.7,2.0,2.5,1.0,1951
3861,Bruno Sundov,Split,Croatia,1.7,0.2,1.0,0.0,1998
3862,Jon Sundvold,Missouri,USA,7.7,2.9,1.1,0.0,1983
3863,Bob Sura,Florida State,USA,8.6,3.8,3.4,0.0,1995
3864,Dick Surhoff,Long Island-Brooklyn,USA,3.1,0.6,1.6,0.0,1952
3865,Dane Suttle,Pepperdine,USA,5.9,1.0,1.1,0.0,1983
3866,Greg Sutton,Oral Roberts,USA,4.5,1.7,0.9,0.0,1991
3867,Bennie Swain,Texas Southern,USA,4.6,0.5,4.5,0.0,1958
3868,Caleb Swanigan,Purdue,USA,2.3,0.7,2.9,0.0,2017
3869,Norm Swanson,Detroit,USA,1.6,0.5,1.7,0.0,1953
3870,Dan Swartz,Morehead State,USA,4.5,0.5,2.3,0.0,1956
3871,Michael Sweetney,Georgetown,USA,6.5,0.6,4.5,0.0,2003
3872,Robert Swift,Bakersfield HS (CA),USA,4.3,0.2,3.9,0.0,2004
3873,Stromile Swift,Louisiana State,USA,8.4,0.5,4.6,0.0,2000
3874,Aaron Swinson,Auburn,USA,2.7,0.3,0.9,0.0,Undrafted
3875,Pape Sy,Le Havre,France,2.3,0.7,1.0,0.0,2010
3876,Wallace Sydnor,Western Kentucky,USA,1.0,0.0,,0.0,Undrafted
3877,Larry Sykes,Xavier,USA,0.0,0.0,2.0,0.0,Undrafted
3878,Brett Szabo,Augustana (SD),USA,2.2,0.2,2.4,0.0,Undrafted
3879,Wally Szczerbiak,Miami (Ohio),USA,14.1,2.4,4.0,1.0,1999
3880,Zan Tabak,Olimpia Milino,Croatia,5.0,0.7,3.6,0.0,1991
3881,Yuta Tabuse,Brigham Young-Hawaii,USA,1.8,0.8,1.0,0.0,Undrafted
3882,Chris Taft,Pittsburgh,USA,2.8,0.1,2.1,0.0,2005
3883,Sid Tannenbaum,New York University,USA,9.0,2.3,,0.0,Undrafted
3884,Dragan Tarlac,Olympiacos,Serbia,2.4,0.7,2.8,0.0,1995
3885,Roy Tarpley,Michigan,USA,12.6,1.0,10.0,0.0,1986
3886,Earl Tatum,Marquette,USA,9.6,1.9,2.6,0.0,1976
3887,Jayson Tatum,Duke,USA,24.9,4.3,6.8,,2017
3888,Edy Tavares,Gran Canaria,Cabo Verde,2.5,0.3,2.5,0.0,2014
3889,Anthony Taylor,Oregon,USA,6.9,2.0,1.6,0.0,1988
3890,Brian Taylor,Princeton,USA,12.3,4.5,2.4,0.0,1972
3891,Donell Taylor,Alabama-Birmingham,USA,2.7,0.9,1.1,0.0,Undrafted
3892,Fred Taylor,Texas-Pan American,USA,4.4,0.8,1.6,0.0,1970
3893,Isaiah Taylor,Texas,USA,6.3,2.9,1.4,0.0,Undrafted
3894,Jay Taylor,Eastern Illinois,USA,3.0,0.3,0.6,0.0,Undrafted
3895,Jeff Taylor,Texas Tech,USA,3.2,2.0,1.5,0.0,1982
3896,Jeffery Taylor,Vanderbilt,Sweden,6.1,0.8,2.0,0.0,2012
3897,Jermaine Taylor,Central Florida,USA,5.4,0.7,1.7,0.0,2009
3898,Johnny Taylor,Tennessee-Chattanooga,USA,4.7,0.5,2.2,0.0,1997
3899,Leonard Taylor,California,USA,1.1,0.1,1.2,0.0,Undrafted
3900,Maurice Taylor,Michigan,USA,11.0,1.2,4.6,0.0,1997
3901,Mike Taylor,Iowa State,USA,5.7,2.1,1.7,0.0,2008
3902,Roland Taylor,La Salle,USA,3.8,3.6,2.7,0.0,1969
3903,Tyshawn Taylor,Kansas,USA,2.9,0.9,0.5,0.0,2012
3904,Vince Taylor,Duke,USA,3.1,1.3,1.2,0.0,1982
3905,Terry Teagle,Baylor,USA,11.6,1.4,2.6,0.0,1982
3906,Jeff Teague,Wake Forest,USA,6.6,2.2,1.6,,2009
3907,Marquis Teague,Kentucky,USA,2.4,1.5,1.0,0.0,2012
3908,Mirza Teletovic, ,Bosnia and Herzegovina,8.1,0.8,3.2,0.0,Undrafted
3909,Sebastian Telfair,Abraham Lincoln HS (NY),USA,7.4,3.5,1.6,0.0,2004
3910,Garrett Temple,Louisiana State,USA,8.5,2.0,3.1,,Undrafted
3911,Milos Teodosic,CSKA Moscow,Serbia,8.0,4.0,2.4,0.0,Undrafted
3912,Ira Terrell,Southern Methodist,USA,7.0,1.1,4.2,0.0,1976
3913,Jared Terrell,Rhode Island,USA,2.2,0.9,0.4,0.0,Undrafted
3914,Carlos Terry,Winston-Salem State,USA,3.0,1.3,2.4,0.0,1978
3915,Chuck Terry,Long Beach State,USA,3.3,0.6,2.2,0.0,1972
3916,Claude Terry,Stanford,USA,4.0,0.9,0.8,0.0,1972
3917,Emanuel Terry,Lincoln Memorial,USA,3.3,0.7,2.3,0.0,Undrafted
3918,Jason Terry,Arizona,USA,13.4,3.8,2.3,0.0,1999
3919,Hasheem Thabeet,Connecticut,Tanzania,2.2,0.1,2.7,0.0,2009
3920,Tom Thacker,Cincinnati,USA,3.3,1.0,2.4,0.0,1963
3921,Daniel Theis,Brose Bamberg,Germany,9.4,1.6,5.3,,Undrafted
3922,Reggie Theus,UNLV,USA,18.5,6.3,3.3,2.0,1978
3923,Peter Thibeaux,St. Mary's (CA),USA,5.0,0.5,1.5,0.0,1983
3924,Bill Thieben,Hofstra,USA,4.0,0.3,3.2,0.0,1956
3925,Justus Thigpen,Weber State,USA,2.5,0.4,0.5,0.0,1969
3926,David Thirdkill,Bradley,USA,2.8,0.5,1.2,0.0,1982
3927,Adonis Thomas,Memphis,USA,2.3,0.5,0.5,0.0,Undrafted
